Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,DOT_ID_Reporting_Airline,IATA_CODE_Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum
2003,3,8,28,4,2003-08-28,MQ,20398,MQ,N340MQ,3283,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,14960,1496001,34960,SPS,"Wichita Falls, TX",TX,48.0,Texas,74,1103,1055.0,-8.0,0.0,0.0,-1.0,1100-1159,13.0,1108.0,1142.0,10.0,1159,1152.0,-7.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,56.0,57.0,34.0,1.0,113.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,3,7,7,7,1991-07-07,DL,19790,DL,,132,10397,1039702,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,14843,1484302,34819,SJU,"San Juan, PR",PR,72.0,Puerto Rico,3,852,854.0,2.0,2.0,0.0,0.0,0800-0859,,,,,1220,1229.0,9.0,9.0,0.0,0.0,1200-1259,0.0,,0.0,208.0,215.0,,1.0,1547.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,3,7,10,7,1988-07-10,AA,19805,AA,,229,11193,1119301,33105,CVG,"Cincinnati, OH",KY,21.0,Kentucky,52,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1035,1035.0,0.0,0.0,0.0,0.0,1000-1059,,,,,1046,1054.0,8.0,8.0,0.0,0.0,1000-1059,0.0,,0.0,71.0,79.0,,1.0,264.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,1,1,19,7,2020-01-19,9E,20363,9E,N297PQ,4780,11042,1104205,30647,CLE,"Cleveland, OH",OH,39.0,Ohio,44,12478,1247805,31703,JFK,"New York, NY",NY,36.0,New York,22,1210,1204.0,-6.0,0.0,0.0,-1.0,1200-1259,23.0,1227.0,1335.0,6.0,1400,1341.0,-19.0,0.0,0.0,-2.0,1400-1459,0.0,,0.0,110.0,97.0,68.0,1.0,425.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,4,10,2,6,2004-10-02,WN,19393,WN,N667SW,589,13198,1319801,33198,MCI,"Kansas City, MO",MO,29.0,Missouri,64,13851,1385102,33851,OKC,"Oklahoma City, OK",OK,40.0,Oklahoma,73,1035,1035.0,0.0,0.0,0.0,0.0,1000-1059,5.0,1040.0,1134.0,2.0,1140,1136.0,-4.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,65.0,61.0,54.0,1.0,313.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,3,28,4,2002-03-28,WN,19393,WN,N640,1457,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,10140,1014001,30140,ABQ,"Albuquerque, NM",NM,35.0,New Mexico,86,2220,2337.0,77.0,77.0,1.0,5.0,2200-2259,6.0,2343.0,32.0,3.0,2320,35.0,75.0,75.0,1.0,5.0,2300-2359,0.0,,0.0,60.0,58.0,49.0,1.0,328.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2,5,16,1,2005-05-16,OH,20417,OH,N912CA,5150,13367,1336701,33367,MLI,"Moline, IL",IL,17.0,Illinois,41,11193,1119301,33105,CVG,"Cincinnati, OH",KY,21.0,Kentucky,52,1036,1030.0,-6.0,0.0,0.0,-1.0,1000-1059,14.0,1044.0,1240.0,2.0,1256,1242.0,-14.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,80.0,72.0,56.0,1.0,350.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,11,2,4,2017-11-02,B6,20409,B6,N828JB,648,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49.0,Utah,87,10721,1072102,30721,BOS,"Boston, MA",MA,25.0,Massachusetts,13,2359,15.0,16.0,16.0,1.0,1.0,2300-2359,10.0,25.0,601.0,6.0,630,607.0,-23.0,0.0,0.0,-2.0,0600-0659,0.0,,0.0,271.0,232.0,216.0,1.0,2105.0,9,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2,4,25,7,2004-04-25,HA,19690,HA,N480HA,140,12982,1298201,32982,LIH,"Lihue, HI",HI,15.0,Hawaii,2,12173,1217301,32134,HNL,"Honolulu, HI",HI,15.0,Hawaii,2,1121,1118.0,-3.0,0.0,0.0,-1.0,1100-1159,3.0,1121.0,1141.0,5.0,1150,1146.0,-4.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,29.0,28.0,20.0,1.0,102.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,2,13,1,2017-02-13,AA,19805,AA,N3DRAA,310,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,33,12953,1295302,31703,LGA,"New York, NY",NY,36.0,New York,22,1410,1410.0,0.0,0.0,0.0,0.0,1400-1459,22.0,1432.0,1716.0,6.0,1706,1722.0,16.0,16.0,1.0,1.0,1700-1759,0.0,,0.0,176.0,192.0,164.0,1.0,1096.0,5,0.0,0.0,16.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,8,9,4,2018-08-09,AA,19805,AA,N987AN,1074,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,33,10721,1072102,30721,BOS,"Boston, MA",MA,25.0,Massachusetts,13,1632,1757.0,85.0,85.0,1.0,5.0,1600-1659,11.0,1808.0,2100.0,14.0,1948,2114.0,86.0,86.0,1.0,5.0,1900-1959,0.0,,0.0,196.0,197.0,172.0,1.0,1258.0,6,0.0,85.0,1.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,12,26,2,1989-12-26,US,20355,US,,16,12339,1233902,32337,IND,"Indianapolis, IN",IN,18.0,Indiana,42,14100,1410001,34100,PHL,"Philadelphia, PA",PA,42.0,Pennsylvania,23,1945,1954.0,9.0,9.0,0.0,0.0,1900-1959,,,,,2112,2135.0,23.0,23.0,1.0,1.0,2100-2159,0.0,,0.0,87.0,101.0,,1.0,587.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,1,1,4,1,1993-01-04,TW,20211,TW,,375,15016,1501601,31123,STL,"St. Louis, MO",MO,29.0,Missouri,64,14747,1474702,30559,SEA,"Seattle, WA",WA,53.0,Washington,93,1839,1931.0,52.0,52.0,1.0,3.0,1800-1859,,,,,2121,2153.0,32.0,32.0,1.0,2.0,2100-2159,0.0,,0.0,282.0,262.0,,1.0,1709.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,6,13,1,2011-06-13,YV,20378,YV,N715SF,1024,12173,1217301,32134,HNL,"Honolulu, HI",HI,15.0,Hawaii,2,12982,1298201,32982,LIH,"Lihue, HI",HI,15.0,Hawaii,2,1109,1058.0,-11.0,0.0,0.0,-1.0,1100-1159,13.0,1111.0,1133.0,7.0,1146,1140.0,-6.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,37.0,42.0,22.0,1.0,102.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,3,8,15,5,2003-08-15,DL,19790,DL,N307DL,1025,11057,1105702,31057,CLT,"Charlotte, NC",NC,37.0,North Carolina,36,10397,1039702,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,1205,1210.0,5.0,5.0,0.0,0.0,1200-1259,12.0,1222.0,1303.0,18.0,1318,1321.0,3.0,3.0,0.0,0.0,1300-1359,0.0,,0.0,73.0,71.0,41.0,1.0,227.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3,9,27,2,2016-09-27,UA,19977,UA,N14237,2034,10693,1069302,30693,BNA,"Nashville, TN",TN,47.0,Tennessee,54,11618,1161802,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,21,925,925.0,0.0,0.0,0.0,0.0,0900-0959,11.0,936.0,1217.0,9.0,1243,1226.0,-17.0,0.0,0.0,-2.0,1200-1259,0.0,,0.0,138.0,121.0,101.0,1.0,748.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,3,9,27,4,2001-09-27,NW,19386,NW,N133J3,51,11433,1143301,31295,DTW,"Detroit, MI",MI,26.0,Michigan,43,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,1530,1532.0,2.0,2.0,0.0,0.0,1500-1559,17.0,1549.0,1651.0,5.0,1726,1656.0,-30.0,0.0,0.0,-2.0,1700-1759,0.0,,0.0,296.0,264.0,242.0,1.0,2079.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,4,10,2,3,2013-10-02,MQ,20398,MQ,N612MQ,2726,12191,1219102,31453,HOU,"Houston, TX",TX,48.0,Texas,74,11298,1129803,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,2010,2002.0,-8.0,0.0,0.0,-1.0,2000-2059,8.0,2010.0,2058.0,9.0,2115,2107.0,-8.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,65.0,65.0,48.0,1.0,247.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,4,10,8,5,1993-10-08,US,20355,US,,81,14122,1412201,30198,PIT,"Pittsburgh, PA",PA,42.0,Pennsylvania,23,13487,1348701,31650,MSP,"Minneapolis, MN",MN,27.0,Minnesota,63,1225,1225.0,0.0,0.0,0.0,0.0,1200-1259,,,,,1337,1338.0,1.0,1.0,0.0,0.0,1300-1359,0.0,,0.0,132.0,133.0,,1.0,726.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,2,11,2,2003-02-11,B6,20409,B6,N520JB,62,14635,1463501,31714,RSW,"Fort Myers, FL",FL,12.0,Florida,33,12478,1247801,31703,JFK,"New York, NY",NY,36.0,New York,22,1705,1709.0,4.0,4.0,0.0,0.0,1700-1759,12.0,1721.0,1926.0,4.0,1940,1930.0,-10.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,155.0,141.0,125.0,1.0,1074.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2,6,5,7,2005-06-05,UA,19977,UA,N773UA,138,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,850,841.0,-9.0,0.0,0.0,-1.0,0800-0859,20.0,901.0,1423.0,4.0,1458,1427.0,-31.0,0.0,0.0,-2.0,1400-1459,0.0,,0.0,248.0,226.0,202.0,1.0,1846.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,2,6,30,3,1993-06-30,DL,19790,DL,,670,14683,1468301,33214,SAT,"San Antonio, TX",TX,48.0,Texas,74,10397,1039702,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,1645,1648.0,3.0,3.0,0.0,0.0,1600-1659,,,,,2003,2005.0,2.0,2.0,0.0,0.0,2000-2059,0.0,,0.0,138.0,137.0,,1.0,874.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,4,10,3,3,2001-10-03,NW,19386,NW,N305,1226,11433,1143301,31295,DTW,"Detroit, MI",MI,26.0,Michigan,43,11042,1104201,30647,CLE,"Cleveland, OH",OH,39.0,Ohio,44,1700,1659.0,-1.0,0.0,0.0,-1.0,1700-1759,15.0,1714.0,1736.0,6.0,1751,1742.0,-9.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,51.0,43.0,22.0,1.0,95.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,6,10,7,2012-06-10,US,20355,US,N426US,1019,11057,1105703,31057,CLT,"Charlotte, NC",NC,37.0,North Carolina,36,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,33,945,940.0,-5.0,0.0,0.0,-1.0,0900-0959,24.0,1004.0,1135.0,6.0,1147,1141.0,-6.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,122.0,121.0,91.0,1.0,650.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,4,12,19,7,1999-12-19,WN,19393,WN,N515,334,13891,1389101,32575,ONT,"Ontario, CA",CA,6.0,California,91,13796,1379601,32457,OAK,"Oakland, CA",CA,6.0,California,91,2130,2145.0,15.0,15.0,1.0,1.0,2100-2159,8.0,2153.0,2250.0,4.0,2240,2254.0,14.0,14.0,0.0,0.0,2200-2259,0.0,,0.0,70.0,69.0,57.0,1.0,362.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,2,6,10,6,2000-06-10,DL,19790,DL,N903DL,1897,11278,1127801,30852,DCA,"Washington, DC",VA,51.0,Virginia,38,10397,1039702,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,1100,1055.0,-5.0,0.0,0.0,-1.0,1100-1159,14.0,1109.0,1229.0,8.0,1249,1237.0,-12.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,109.0,102.0,80.0,1.0,547.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,10,20,1,2008-10-20,9E,20363,9E,89139E,5906,11778,1177801,31778,FSM,"Fort Smith, AR",AR,5.0,Arkansas,71,13244,1324401,33244,MEM,"Memphis, TN",TN,47.0,Tennessee,54,1135,1130.0,-5.0,0.0,0.0,-1.0,1100-1159,14.0,1144.0,1228.0,6.0,1245,1234.0,-11.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,70.0,64.0,44.0,1.0,249.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,2,6,18,7,1995-06-18,WN,19393,WN,N697,1474,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,14869,1486902,34614,SLC,"Salt Lake City, UT",UT,49.0,Utah,87,1620,1625.0,5.0,5.0,0.0,0.0,1600-1659,11.0,1636.0,1841.0,4.0,1845,1845.0,0.0,0.0,0.0,0.0,1800-1859,0.0,,0.0,85.0,80.0,65.0,1.0,507.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2,6,16,3,2010-06-16,B6,20409,B6,N644JB,522,13204,1320401,31454,MCO,"Orlando, FL",FL,12.0,Florida,33,11618,1161801,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,21,1031,1028.0,-3.0,0.0,0.0,-1.0,1000-1059,12.0,1040.0,1250.0,9.0,1311,1259.0,-12.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,160.0,151.0,130.0,1.0,938.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,2,24,6,2018-02-24,EV,20366,EV,N12175,4221,12177,1217705,32177,HOB,"Hobbs, NM",NM,35.0,New Mexico,86,12266,1226603,31453,IAH,"Houston, TX",TX,48.0,Texas,74,615,608.0,-7.0,0.0,0.0,-1.0,0600-0659,15.0,623.0,836.0,7.0,855,843.0,-12.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,100.0,95.0,73.0,1.0,501.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,4,11,5,4,1987-11-05,WN,19393,WN,,306,11259,1125901,30194,DAL,"Dallas, TX",TX,48.0,Texas,74,16440,1644001,30423,AUS,"Austin, TX",TX,48.0,Texas,74,1505,1505.0,0.0,0.0,0.0,0.0,1500-1559,,,,,1555,1550.0,-5.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,50.0,45.0,,1.0,183.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2,6,6,2,2017-06-06,B6,20409,B6,N236JB,382,14524,1452401,34524,RIC,"Richmond, VA",VA,51.0,Virginia,38,10721,1072102,30721,BOS,"Boston, MA",MA,25.0,Massachusetts,13,620,610.0,-10.0,0.0,0.0,-1.0,0600-0659,11.0,621.0,728.0,6.0,754,734.0,-20.0,0.0,0.0,-2.0,0700-0759,0.0,,0.0,94.0,84.0,67.0,1.0,474.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,1,3,16,2,2010-03-16,YV,20378,YV,N905FJ,2710,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,14908,1490802,32575,SNA,"Santa Ana, CA",CA,6.0,California,91,1515,1509.0,-6.0,0.0,0.0,-1.0,1500-1559,15.0,1524.0,1620.0,5.0,1633,1625.0,-8.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,78.0,76.0,56.0,1.0,338.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,1,1,30,4,1992-01-30,DL,19790,DL,,497,11193,1119301,33105,CVG,"Cincinnati, OH",KY,21.0,Kentucky,52,14679,1467902,33570,SAN,"San Diego, CA",CA,6.0,California,91,1857,1857.0,0.0,0.0,0.0,0.0,1800-1859,,,,,2030,2003.0,-27.0,0.0,0.0,-2.0,2000-2059,0.0,,0.0,273.0,246.0,,1.0,1865.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,4,12,6,4,2001-12-06,WN,19393,WN,N62@@@,35,11259,1125902,30194,DAL,"Dallas, TX",TX,48.0,Texas,74,12191,1219101,31453,HOU,"Houston, TX",TX,48.0,Texas,74,1500,1500.0,0.0,0.0,0.0,0.0,1500-1559,7.0,1507.0,1602.0,3.0,1600,1605.0,5.0,5.0,0.0,0.0,1600-1659,0.0,,0.0,60.0,65.0,55.0,1.0,239.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,1,2,25,1,1991-02-25,UA,19977,UA,,890,11423,1142302,31423,DSM,"Des Moines, IA",IA,19.0,Iowa,61,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1454,1453.0,-1.0,0.0,0.0,-1.0,1400-1459,,,,,1601,1558.0,-3.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,67.0,65.0,,1.0,299.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,4,11,1,4,1990-11-01,TW,20211,TW,,276,15016,1501601,31123,STL,"St. Louis, MO",MO,29.0,Missouri,64,11066,1106601,31066,CMH,"Columbus, OH",OH,39.0,Ohio,44,1336,1359.0,23.0,23.0,1.0,1.0,1300-1359,,,,,1558,1609.0,11.0,11.0,0.0,0.0,1500-1559,0.0,,0.0,82.0,70.0,,1.0,410.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3,8,2,2,2016-08-02,EV,20366,EV,N14558,3979,11481,1148102,31481,ECP,"Panama City, FL",FL,12.0,Florida,33,12266,1226603,31453,IAH,"Houston, TX",TX,48.0,Texas,74,605,600.0,-5.0,0.0,0.0,-1.0,0600-0659,11.0,611.0,740.0,7.0,757,747.0,-10.0,0.0,0.0,-1.0,0700-0759,0.0,,0.0,112.0,107.0,89.0,1.0,572.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,2,6,7,2011-02-06,DL,19790,DL,N670DN,1286,10397,1039703,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,12953,1295301,31703,LGA,"New York, NY",NY,36.0,New York,22,2140,2140.0,0.0,0.0,0.0,0.0,2100-2159,18.0,2158.0,2321.0,14.0,2352,2335.0,-17.0,0.0,0.0,-2.0,2300-2359,0.0,,0.0,132.0,115.0,83.0,1.0,761.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,6,8,3,2011-06-08,US,20355,US,N510UW,192,13204,1320401,31454,MCO,"Orlando, FL",FL,12.0,Florida,33,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,1740,1730.0,-10.0,0.0,0.0,-1.0,1700-1759,25.0,1755.0,1854.0,12.0,1904,1906.0,2.0,2.0,0.0,0.0,1900-1959,0.0,,0.0,264.0,276.0,239.0,1.0,1848.0,8,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,2,6,14,3,2006-06-14,NW,19386,NW,N550NW,777,13342,1334202,33342,MKE,"Milwaukee, WI",WI,55.0,Wisconsin,45,13487,1348701,31650,MSP,"Minneapolis, MN",MN,27.0,Minnesota,63,916,918.0,2.0,2.0,0.0,0.0,0900-0959,20.0,938.0,1041.0,5.0,1035,1046.0,11.0,11.0,0.0,0.0,1000-1059,0.0,,0.0,79.0,88.0,63.0,1.0,297.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,12,10,3,2008-12-10,US,20355,US,N651AW,177,14908,1490802,32575,SNA,"Santa Ana, CA",CA,6.0,California,91,12889,1288902,32211,LAS,"Las Vegas, NV",NV,32.0,Nevada,85,1400,1354.0,-6.0,0.0,0.0,-1.0,1400-1459,15.0,1409.0,1452.0,5.0,1512,1457.0,-15.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,72.0,63.0,43.0,1.0,226.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2,5,3,1,2004-05-03,WN,19393,WN,N643SW,1669,12889,1288902,32211,LAS,"Las Vegas, NV",NV,32.0,Nevada,85,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,1900,1900.0,0.0,0.0,0.0,0.0,1900-1959,10.0,1910.0,1958.0,6.0,2005,2004.0,-1.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,65.0,64.0,48.0,1.0,256.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1,1,20,6,1990-01-20,NW,19386,NW,,329,14576,1457601,34576,ROC,"Rochester, NY",NY,36.0,New York,22,11433,1143301,31295,DTW,"Detroit, MI",MI,26.0,Michigan,43,1100,1100.0,0.0,0.0,0.0,0.0,1100-1159,,,,,1228,1226.0,-2.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,88.0,86.0,,1.0,296.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,4,23,1,2012-04-23,EV,20366,EV,N14947,4098,12266,1226603,31453,IAH,"Houston, TX",TX,48.0,Texas,74,10599,1059904,30599,BHM,"Birmingham, AL",AL,1.0,Alabama,51,1540,1541.0,1.0,1.0,0.0,0.0,1500-1559,16.0,1557.0,1721.0,5.0,1720,1726.0,6.0,6.0,0.0,0.0,1700-1759,0.0,,0.0,100.0,105.0,84.0,1.0,562.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,2,6,10,4,1999-06-10,CO,19704,CO,N17105,1186,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,12266,1226602,31453,IAH,"Houston, TX",TX,48.0,Texas,74,1420,1512.0,52.0,52.0,1.0,3.0,1400-1459,29.0,1541.0,2041.0,8.0,1936,2049.0,73.0,73.0,1.0,4.0,1900-1959,0.0,,0.0,196.0,217.0,180.0,1.0,1379.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,4,12,11,2,1990-12-11,WN,19393,WN,,653,11295,1129501,31295,DET,"Detroit, MI",MI,26.0,Michigan,43,12339,1233902,32337,IND,"Indianapolis, IN",IN,18.0,Indiana,42,845,845.0,0.0,0.0,0.0,0.0,0800-0859,,,,,935,935.0,0.0,0.0,0.0,0.0,0900-0959,0.0,,0.0,50.0,50.0,,1.0,252.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,1,3,23,3,1994-03-23,DL,19790,DL,,1855,13487,1348701,31650,MSP,"Minneapolis, MN",MN,27.0,Minnesota,63,14869,1486901,34614,SLC,"Salt Lake City, UT",UT,49.0,Utah,87,1910,1926.0,16.0,16.0,1.0,1.0,1900-1959,,,,,2046,2102.0,16.0,16.0,1.0,1.0,2000-2059,0.0,,0.0,156.0,156.0,,1.0,991.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
